Order ID,Order Date,City,Customer Type,Meal Type,Cuisine,Restaurant,Items Ordered,Order Amount,Delivery Fee,Total Amount,Delivery Time (min),Payment Method,Customer Rating
FD-00987,2025-11-20 13:39:00,Riyadh,Member,Lunch,American,Green Bowl,2,98.97,14.3,115.85,44,E-Wallet,7.1
FD-00988,2025-07-25 17:50:00,Riyadh,Normal,Snack,American,Wok Express,8,233.83,9.42,243.61,46,Credit Card,8.0
FD-00989,2025-02-27 16:45:00,Riyadh,Member,Snack,Asian,Green Bowl,8,167.64,13.14,186.0,36,Cash,8.3
FD-00990,2025-01-26 21:40:00,Jeddah,Normal,Dinner,Asian,Pasta House,2,35.27,10.47,47.11,36,E-Wallet,7.8
FD-00991,2025-11-06 09:46:00,Riyadh,Member,Breakfast,Saudi,Family Grill,5,108.51,12.5,111.78,28,E-Wallet,9.0
FD-00992,2025-10-02 12:17:00,Makkah,Normal,Lunch,American,Taste of Jeddah,7,265.57,11.9,274.99,29,Credit Card,9.5
FD-00993,2025-10-16 15:33:00,Khobar,Member,Lunch,American,Urban Bites,8,316.65,4.7,329.78,26,Cash,9.4
FD-00994,2025-11-14 18:30:00,Khobar,Normal,Snack,Healthy,Daily Dish,1,17.26,11.13,25.24,35,E-Wallet,8.7
FD-00995,2025-07-15 12:32:00,Khobar,Normal,Lunch,American,Wok Express,2,41.69,13.95,50.4,32,E-Wallet,9.1
FD-00996,2025-01-09 12:46:00,Riyadh,Member,Lunch,Italian,Rice & Spice,1,43.25,4.51,46.9,34,Cash,9.0
FD-00997,2025-02-09 22:52:00,Riyadh,Member,Dinner,Saudi,Urban Bites,2,65.06,8.44,67.92,43,Cash,8.9
FD-00998,2025-04-21 19:23:00,Dammam,Normal,Dinner,Saudi,Pasta House,6,245.03,8.23,250.72,42,Cash,8.8
FD-00999,2025-10-20 20:45:00,Riyadh,Normal,Dinner,Italian,Taste of Jeddah,2,92.42,8.51,105.16,37,E-Wallet,8.8
FD-01000,2025-01-23 15:20:00,Dammam,Member,Lunch,Italian,Family Grill,8,164.98,14.96,181.72,44,E-Wallet,8.3
FD-01001,2025-08-31 21:28:00,Riyadh,Member,Dinner,Healthy,Urban Bites,2,45.68,9.84,46.05,47,E-Wallet,7.7
FD-01002,2025-09-27 15:55:00,Jeddah,Normal,Lunch,Saudi,Daily Dish,6,244.55,4.1,251.36,26,Credit Card,7.5
FD-01003,2025-03-28 07:18:00,Makkah,Normal,Breakfast,Asian,Najd Kitchen,1,41.36,6.0,51.08,35,Credit Card,9.5
FD-01004,2025-05-08 16:36:00,Dammam,Normal,Snack,Saudi,Najd Kitchen,7,164.79,13.93,178.7,25,E-Wallet,9.2
FD-01005,2025-06-03 17:14:00,Jeddah,Member,Snack,Healthy,Najd Kitchen,2,60.86,10.9,70.05,24,Credit Card,9.7
FD-01006,2025-04-18 14:53:00,Jeddah,Member,Lunch,Asian,Wok Express,8,272.61,14.52,284.25,37,Cash,8.6
FD-01007,2025-08-23 13:08:00,Khobar,Normal,Lunch,Healthy,Najd Kitchen,7,254.02,12.08,266.1,15,Cash,9.7
FD-01008,2025-04-01 16:49:00,Riyadh,Member,Snack,Asian,Taste of Jeddah,2,44.63,7.83,60.39,22,E-Wallet,8.7
FD-01009,2025-12-25 07:04:00,Riyadh,Member,Breakfast,Italian,Pasta House,3,98.03,5.78,99.72,37,Credit Card,9.2
FD-01010,2025-07-27 21:07:00,Jeddah,Normal,Dinner,Asian,Taste of Jeddah,6,134.99,13.64,151.65,31,Credit Card,8.5
FD-01011,2025-06-12 10:07:00,Jeddah,Normal,Breakfast,Saudi,Green Bowl,6,173.1,4.14,173.58,39,E-Wallet,9.1
FD-01012,2025-05-10 20:38:00,Riyadh,Member,Dinner,Saudi,Urban Bites,7,293.93,11.04,301.07,22,Cash,9.0
FD-01013,2025-12-10 13:54:00,Riyadh,Normal,Lunch,Healthy,Najd Kitchen,6,269.03,8.81,278.96,40,E-Wallet,7.9
FD-01014,2025-01-05 21:03:00,Riyadh,Normal,Dinner,Italian,Daily Dish,5,163.92,13.92,184.78,44,E-Wallet,8.5
FD-01015,2025-01-03 14:18:00,Jeddah,Normal,Lunch,Italian,Pasta House,5,181.71,10.0,192.3,35,Cash,8.5
FD-01016,2025-01-18 13:58:00,Khobar,Member,Lunch,American,Daily Dish,7,207.39,10.82,219.05,35,Credit Card,9.1
FD-01017,2025-09-16 16:43:00,Jeddah,Normal,Snack,Italian,Wok Express,1,16.51,13.59,36.59,37,E-Wallet,7.9
FD-01018,2025-06-21 12:54:00,Jeddah,Member,Lunch,Saudi,Burger Hub,3,72.46,10.01,84.03,33,E-Wallet,10.0
FD-01019,2025-03-31 08:11:00,Makkah,Normal,Breakfast,Asian,Family Grill,5,101.11,10.47,111.34,32,Cash,8.5
FD-01020,2025-04-09 09:31:00,Khobar,Member,Breakfast,Healthy,Urban Bites,1,31.3,11.87,47.77,29,Credit Card,7.9
FD-01021,2025-05-11 18:06:00,Riyadh,Member,Dinner,Asian,Daily Dish,3,103.62,5.0,105.76,40,E-Wallet,8.6
FD-01022,2025-03-23 07:47:00,Khobar,Member,Breakfast,American,Pasta House,5,140.62,9.21,157.7,51,Credit Card,7.3
FD-01023,2025-08-05 19:02:00,Makkah,Normal,Dinner,Asian,Taste of Jeddah,7,355.37,9.17,361.35,38,Credit Card,9.2
FD-01024,2025-01-03 14:07:00,Dammam,Member,Lunch,American,Taste of Jeddah,3,138.78,4.65,139.21,28,Credit Card,8.5
FD-01025,2025-05-30 16:55:00,Khobar,Normal,Snack,Saudi,Pasta House,5,173.79,10.75,180.86,35,Cash,9.0
FD-01026,2025-02-07 22:35:00,Jeddah,Normal,Dinner,American,Taste of Jeddah,8,399.03,13.11,408.03,33,Credit Card,8.0
FD-01027,2025-09-22 19:33:00,Khobar,Normal,Dinner,Asian,Daily Dish,1,32.17,13.67,45.17,38,E-Wallet,8.9
FD-01028,2025-10-18 17:18:00,Khobar,Member,Snack,Asian,Wok Express,4,61.99,10.79,77.28,27,E-Wallet,8.1
FD-01029,2025-01-08 16:16:00,Jeddah,Member,Snack,Italian,Najd Kitchen,5,170.14,6.14,177.95,40,Cash,8.4
FD-01030,2025-01-06 09:53:00,Dammam,Member,Breakfast,Healthy,Green Bowl,2,34.98,4.3,42.13,34,E-Wallet,8.9
FD-01031,2025-05-21 07:48:00,Riyadh,Normal,Breakfast,Healthy,Pasta House,7,228.56,11.27,230.02,33,Cash,8.0
FD-01032,2025-09-04 13:45:00,Riyadh,Normal,Lunch,Saudi,Family Grill,5,78.61,9.98,86.32,28,Credit Card,9.1
FD-01033,2025-06-01 15:49:00,Riyadh,Member,Lunch,Healthy,Burger Hub,8,232.2,12.49,239.82,19,E-Wallet,9.0
FD-01034,2025-02-11 22:59:00,Makkah,Member,Dinner,Healthy,Daily Dish,5,81.51,11.1,93.04,42,E-Wallet,9.4
FD-01035,2025-03-25 21:07:00,Makkah,Normal,Dinner,Healthy,Urban Bites,1,49.74,12.67,60.09,49,Cash,8.1
FD-01036,2025-03-05 22:41:00,Dammam,Member,Dinner,Healthy,Daily Dish,4,99.92,9.69,102.6,22,E-Wallet,9.0
FD-01037,2025-12-15 08:00:00,Makkah,Member,Breakfast,Italian,Daily Dish,5,78.25,12.14,87.36,28,Cash,8.9
FD-01038,2025-09-01 18:15:00,Dammam,Normal,Dinner,Asian,Taste of Jeddah,8,194.91,6.77,208.89,40,E-Wallet,8.2
FD-01039,2025-04-27 20:17:00,Riyadh,Normal,Dinner,Healthy,Taste of Jeddah,3,144.04,4.35,143.0,39,Cash,8.4
FD-01040,2025-11-09 09:33:00,Khobar,Normal,Breakfast,Saudi,Daily Dish,2,54.4,6.5,54.79,19,E-Wallet,9.7
FD-01041,2025-11-17 19:59:00,Makkah,Normal,Dinner,Saudi,Najd Kitchen,4,71.43,7.13,75.53,40,E-Wallet,7.1
FD-01042,2025-03-19 15:42:00,Khobar,Member,Lunch,Healthy,Daily Dish,2,73.42,7.05,84.6,35,Cash,8.8
FD-01043,2025-11-08 14:11:00,Riyadh,Normal,Lunch,Asian,Burger Hub,7,297.3,6.93,302.74,26,E-Wallet,8.6
FD-01044,2025-04-09 18:14:00,Makkah,Normal,Snack,Asian,Wok Express,8,317.83,10.27,325.9,24,Cash,9.8
FD-01045,2025-10-10 13:20:00,Jeddah,Member,Lunch,Italian,Taste of Jeddah,6,311.53,13.37,327.95,35,Cash,7.6
FD-01046,2025-02-28 22:10:00,Makkah,Member,Dinner,Italian,Pasta House,2,37.75,6.76,43.1,47,Credit Card,8.3
FD-01047,2025-12-17 12:47:00,Dammam,Member,Lunch,Italian,Pasta House,8,260.33,9.96,277.9,33,Credit Card,8.7
FD-01048,2025-04-12 14:33:00,Makkah,Normal,Lunch,Saudi,Taste of Jeddah,6,266.95,8.59,277.52,57,Credit Card,7.7
FD-01049,2025-01-05 21:26:00,Jeddah,Member,Dinner,Healthy,Urban Bites,7,245.42,7.41,248.42,17,Credit Card,10.0
FD-01050,2025-07-19 19:57:00,Makkah,Normal,Dinner,Asian,Family Grill,8,219.3,6.36,221.52,45,E-Wallet,8.4
FD-01051,2025-08-04 13:15:00,Jeddah,Normal,Lunch,American,Wok Express,4,124.8,7.68,123.39,33,Cash,8.2
FD-01052,2025-03-27 21:04:00,Riyadh,Member,Dinner,Saudi,Pasta House,4,174.68,6.4,183.28,55,Credit Card,8.8
FD-01053,2025-04-10 12:41:00,Dammam,Member,Lunch,American,Taste of Jeddah,4,126.75,6.61,132.82,42,E-Wallet,7.9
FD-01054,2025-05-22 17:22:00,Jeddah,Normal,Snack,Saudi,Urban Bites,2,47.92,13.48,66.18,25,Credit Card,8.3
FD-01055,2025-06-13 18:57:00,Riyadh,Member,Snack,Asian,Najd Kitchen,4,85.06,5.01,86.78,53,Credit Card,6.4
FD-01056,2025-07-13 13:15:00,Makkah,Member,Lunch,Saudi,Taste of Jeddah,8,389.25,8.38,397.19,36,Cash,8.4
FD-01057,2025-04-25 20:40:00,Jeddah,Member,Dinner,Saudi,Daily Dish,4,150.97,8.46,162.44,20,Credit Card,8.9
FD-01058,2025-09-02 15:01:00,Jeddah,Member,Lunch,American,Rice & Spice,7,333.94,14.41,342.72,29,E-Wallet,8.2
FD-01059,2025-09-07 21:57:00,Dammam,Member,Dinner,American,Burger Hub,4,160.64,7.92,173.1,28,E-Wallet,8.2
FD-01060,2025-12-22 13:32:00,Khobar,Member,Lunch,Healthy,Burger Hub,8,129.36,8.34,135.46,42,E-Wallet,7.8
FD-01061,2025-09-03 16:49:00,Riyadh,Member,Snack,American,Rice & Spice,1,27.58,11.99,35.15,43,E-Wallet,8.8
FD-01062,2025-02-08 18:12:00,Riyadh,Member,Dinner,Italian,Family Grill,6,249.93,14.75,266.73,47,E-Wallet,7.6
FD-01063,2025-04-17 16:25:00,Riyadh,Normal,Snack,American,Taste of Jeddah,7,298.7,14.63,317.38,41,Credit Card,8.4
FD-01064,2025-03-04 17:08:00,Makkah,Member,Snack,Saudi,Green Bowl,3,99.05,11.09,109.39,35,Credit Card,9.1
FD-01065,2025-04-11 20:33:00,Jeddah,Normal,Dinner,Healthy,Rice & Spice,6,122.79,6.48,126.33,35,Credit Card,8.4
FD-01066,2025-03-06 14:37:00,Riyadh,Normal,Lunch,Asian,Green Bowl,1,28.74,8.3,35.01,31,Credit Card,9.4
FD-01067,2025-10-16 13:53:00,Riyadh,Member,Lunch,Healthy,Daily Dish,2,91.07,10.7,94.62,42,E-Wallet,8.2
FD-01068,2025-05-10 17:13:00,Jeddah,Normal,Snack,American,Rice & Spice,1,29.3,9.42,46.06,52,E-Wallet,7.0
FD-01069,2025-07-18 13:36:00,Riyadh,Member,Lunch,Asian,Pasta House,3,47.06,10.35,56.97,34,E-Wallet,8.8
FD-01070,2025-08-15 19:16:00,Riyadh,Member,Dinner,Healthy,Najd Kitchen,5,139.85,13.08,151.44,56,E-Wallet,7.5
FD-01071,2025-05-25 22:59:00,Riyadh,Member,Dinner,Asian,Green Bowl,3,160.32,12.33,172.38,23,Credit Card,8.8
FD-01072,2025-07-13 13:50:00,Dammam,Member,Lunch,Saudi,Daily Dish,1,18.42,8.77,27.91,33,Credit Card,9.1
FD-01073,2025-04-23 18:53:00,Dammam,Member,Dinner,Asian,Taste of Jeddah,5,181.38,9.26,190.26,31,E-Wallet,9.6
FD-01074,2025-01-27 13:20:00,Khobar,Member,Lunch,Healthy,Najd Kitchen,2,43.85,12.08,61.32,30,E-Wallet,9.3
FD-01075,2025-02-15 16:05:00,Riyadh,Normal,Snack,Italian,Wok Express,2,66.0,9.34,69.18,35,Cash,9.4
FD-01076,2025-07-26 18:09:00,Jeddah,Member,Snack,American,Pasta House,4,152.53,10.52,163.32,28,E-Wallet,9.0
FD-01077,2025-11-19 10:41:00,Khobar,Normal,Breakfast,Asian,Family Grill,7,211.46,8.32,222.51,34,Credit Card,8.5
FD-01078,2025-09-30 18:32:00,Jeddah,Normal,Dinner,Saudi,Daily Dish,6,181.01,7.91,191.69,30,E-Wallet,9.0
FD-01079,2025-04-09 14:56:00,Dammam,Member,Lunch,Italian,Pasta House,3,70.34,4.1,73.63,29,Credit Card,7.5
FD-01080,2025-03-02 16:57:00,Makkah,Normal,Snack,Italian,Burger Hub,2,68.99,6.95,81.24,24,Cash,9.5
FD-01081,2025-08-13 21:04:00,Riyadh,Member,Dinner,American,Urban Bites,2,40.22,7.34,46.08,27,Credit Card,7.5
FD-01082,2025-10-03 19:17:00,Riyadh,Member,Dinner,Italian,Rice & Spice,1,37.33,10.25,52.36,31,Cash,8.8
FD-01083,2025-02-12 14:38:00,Riyadh,Normal,Lunch,Italian,Burger Hub,3,50.32,13.48,66.35,50,Cash,8.4
FD-01084,2025-03-27 21:23:00,Jeddah,Member,Dinner,Italian,Green Bowl,7,227.03,14.75,246.13,57,E-Wallet,7.4
FD-01085,2025-02-03 20:14:00,Khobar,Member,Dinner,American,Pasta House,8,170.13,12.53,179.37,38,E-Wallet,8.3
FD-01086,2025-03-14 15:49:00,Khobar,Normal,Lunch,American,Wok Express,5,244.54,14.39,266.09,22,Cash,8.5
FD-01087,2025-10-30 15:51:00,Riyadh,Normal,Lunch,American,Urban Bites,1,49.98,7.51,58.39,19,E-Wallet,9.4
FD-01088,2025-11-15 20:07:00,Riyadh,Member,Dinner,Healthy,Taste of Jeddah,1,24.0,5.52,37.52,38,Cash,8.9
FD-01089,2025-09-02 22:20:00,Riyadh,Member,Dinner,American,Najd Kitchen,3,121.59,9.38,131.38,30,E-Wallet,8.5
FD-01090,2025-08-08 08:01:00,Makkah,Normal,Breakfast,American,Green Bowl,3,117.2,12.15,132.58,28,E-Wallet,9.3
FD-01091,2025-11-20 09:50:00,Dammam,Member,Breakfast,Saudi,Urban Bites,6,196.45,14.95,208.2,38,Credit Card,8.0
FD-01092,2025-09-08 17:32:00,Jeddah,Member,Snack,Asian,Urban Bites,3,38.62,14.9,46.34,21,Cash,9.4
FD-01093,2025-05-02 09:39:00,Riyadh,Normal,Breakfast,Saudi,Rice & Spice,7,220.4,13.23,234.63,49,Credit Card,7.6
FD-01094,2025-03-09 22:03:00,Riyadh,Normal,Dinner,Healthy,Green Bowl,2,47.87,4.25,50.6,24,Credit Card,9.3
FD-01095,2025-07-17 21:02:00,Riyadh,Member,Dinner,Healthy,Daily Dish,3,72.9,7.15,80.54,36,Credit Card,8.0
FD-01096,2025-09-27 18:32:00,Dammam,Normal,Dinner,Healthy,Najd Kitchen,1,33.92,5.13,30.78,46,E-Wallet,8.9
FD-01097,2025-07-09 16:53:00,Khobar,Normal,Snack,Saudi,Daily Dish,2,52.56,3.82,57.86,40,Credit Card,8.9
FD-01098,2025-01-31 18:31:00,Khobar,Member,Snack,American,Rice & Spice,7,196.02,7.2,201.89,39,Credit Card,8.2
FD-01099,2025-02-17 21:53:00,Jeddah,Member,Dinner,Healthy,Family Grill,8,243.64,7.12,259.6,19,E-Wallet,9.3
FD-01100,2025-04-30 21:02:00,Dammam,Member,Dinner,Italian,Najd Kitchen,1,24.83,5.11,31.02,40,Credit Card,8.1
FD-01101,2025-06-16 10:28:00,Riyadh,Member,Breakfast,Saudi,Burger Hub,3,74.91,9.98,81.77,45,E-Wallet,8.6
FD-01102,2025-06-19 21:26:00,Jeddah,Member,Dinner,Healthy,Rice & Spice,5,147.24,14.8,168.21,41,Cash,9.0
FD-01103,2025-06-23 18:26:00,Makkah,Normal,Snack,Italian,Daily Dish,2,80.27,5.02,90.23,45,Credit Card,8.0
FD-01104,2025-12-12 21:06:00,Khobar,Normal,Dinner,Italian,Family Grill,1,49.51,6.46,55.67,33,Credit Card,7.4
FD-01105,2025-03-24 18:09:00,Riyadh,Normal,Snack,Italian,Urban Bites,8,324.54,5.76,323.51,22,E-Wallet,9.3
FD-01106,2025-05-09 18:50:00,Riyadh,Normal,Snack,Healthy,Burger Hub,6,191.24,14.56,207.0,38,Cash,8.8
FD-01107,2025-07-14 21:31:00,Riyadh,Member,Dinner,Healthy,Green Bowl,2,67.11,8.87,73.95,46,E-Wallet,8.3
FD-01108,2025-01-20 14:34:00,Riyadh,Member,Lunch,Asian,Green Bowl,3,86.66,8.72,101.41,39,E-Wallet,8.3
FD-01109,2025-10-21 22:20:00,Makkah,Normal,Dinner,American,Najd Kitchen,4,158.94,10.96,166.06,39,Cash,8.1
FD-01110,2025-03-24 22:05:00,Dammam,Normal,Dinner,Saudi,Wok Express,7,304.98,4.13,312.1,35,Credit Card,7.6
FD-01111,2025-07-10 15:12:00,Jeddah,Member,Lunch,American,Pasta House,1,46.45,4.67,49.37,34,Credit Card,10.0
FD-01112,2025-03-28 15:14:00,Riyadh,Member,Lunch,American,Burger Hub,6,219.85,9.16,238.61,21,Credit Card,9.8
FD-01113,2025-04-20 15:12:00,Makkah,Member,Lunch,Italian,Green Bowl,8,160.68,14.58,169.48,24,Credit Card,8.6
FD-01114,2025-10-27 19:13:00,Makkah,Member,Dinner,Saudi,Najd Kitchen,8,209.47,9.47,215.22,28,E-Wallet,7.8
FD-01115,2025-02-07 18:17:00,Makkah,Member,Dinner,Saudi,Pasta House,5,124.27,14.88,138.19,40,E-Wallet,7.6
FD-01116,2025-08-02 14:35:00,Jeddah,Normal,Lunch,Italian,Daily Dish,2,85.26,4.87,102.19,38,Credit Card,8.1
FD-01117,2025-10-20 07:45:00,Jeddah,Member,Breakfast,American,Burger Hub,8,297.37,11.6,309.32,46,Cash,7.7
FD-01118,2025-06-09 21:48:00,Makkah,Normal,Dinner,American,Najd Kitchen,3,97.37,13.74,116.82,38,E-Wallet,8.0
FD-01119,2025-06-02 18:34:00,Riyadh,Normal,Dinner,Italian,Urban Bites,8,266.59,4.8,270.7,39,Credit Card,8.6
FD-01120,2025-09-20 19:37:00,Jeddah,Normal,Dinner,American,Rice & Spice,3,140.39,5.53,141.73,23,Credit Card,9.7
FD-01121,2025-04-14 18:01:00,Riyadh,Normal,Snack,Italian,Daily Dish,8,322.66,9.51,329.96,29,Cash,7.9
FD-01122,2025-03-10 08:33:00,Riyadh,Member,Breakfast,Saudi,Rice & Spice,5,130.24,7.62,136.74,29,Cash,8.5
FD-01123,2025-06-23 22:27:00,Khobar,Member,Dinner,American,Family Grill,4,195.11,7.52,197.0,32,E-Wallet,8.6
FD-01124,2025-06-01 13:25:00,Jeddah,Normal,Lunch,Asian,Pasta House,8,239.31,11.69,250.1,51,Cash,7.2
FD-01125,2025-06-20 18:41:00,Dammam,Member,Dinner,Asian,Pasta House,8,164.77,8.15,173.35,15,Cash,8.4
FD-01126,2025-12-15 14:07:00,Riyadh,Normal,Lunch,Healthy,Taste of Jeddah,8,161.78,13.15,168.82,25,Cash,10.0
FD-01127,2025-12-02 14:45:00,Jeddah,Member,Lunch,Asian,Taste of Jeddah,7,252.12,7.97,262.8,21,Credit Card,9.0
FD-01128,2025-03-03 07:39:00,Makkah,Member,Breakfast,Asian,Family Grill,5,130.37,7.76,137.29,25,Cash,8.6
FD-01129,2025-07-08 18:17:00,Riyadh,Member,Dinner,Asian,Green Bowl,5,156.23,4.09,163.02,32,E-Wallet,9.3
FD-01130,2025-06-15 17:41:00,Riyadh,Member,Snack,Italian,Urban Bites,3,114.5,12.14,127.31,32,Credit Card,8.3
FD-01131,2025-07-18 14:05:00,Riyadh,Member,Lunch,American,Wok Express,8,174.08,5.51,174.88,38,Cash,7.6
FD-01132,2025-02-12 20:01:00,Makkah,Normal,Dinner,Saudi,Daily Dish,6,194.51,13.71,211.79,42,E-Wallet,7.6
FD-01133,2025-04-10 19:35:00,Riyadh,Member,Dinner,American,Pasta House,3,160.16,10.69,173.06,54,Cash,8.3
FD-01134,2025-12-12 19:24:00,Jeddah,Member,Dinner,Saudi,Daily Dish,4,175.5,7.34,189.05,43,Credit Card,7.8
FD-01135,2025-09-25 15:36:00,Riyadh,Normal,Lunch,Asian,Daily Dish,5,153.12,5.83,162.97,37,Cash,8.6
FD-01136,2025-09-11 15:45:00,Riyadh,Normal,Lunch,Healthy,Taste of Jeddah,5,243.52,10.54,253.81,52,E-Wallet,7.6
FD-01137,2025-01-22 18:43:00,Riyadh,Member,Snack,Asian,Daily Dish,8,174.04,7.49,185.51,26,E-Wallet,8.9
FD-01138,2025-12-29 07:59:00,Riyadh,Member,Breakfast,Italian,Najd Kitchen,4,124.2,10.42,138.06,33,Credit Card,8.3
FD-01139,2025-12-31 21:20:00,Dammam,Normal,Dinner,Italian,Najd Kitchen,3,81.43,11.71,88.87,32,Cash,8.7
FD-01140,2025-10-14 18:35:00,Makkah,Normal,Dinner,Italian,Pasta House,7,191.96,10.92,208.45,32,Credit Card,9.2
FD-01141,2025-03-03 13:14:00,Riyadh,Normal,Lunch,American,Rice & Spice,6,196.73,5.6,204.5,39,E-Wallet,8.5
FD-01142,2025-09-11 13:10:00,Riyadh,Normal,Lunch,Saudi,Wok Express,8,358.11,11.31,372.39,34,E-Wallet,8.8
FD-01143,2025-04-27 07:37:00,Jeddah,Normal,Breakfast,Asian,Taste of Jeddah,1,14.56,6.51,23.41,39,Credit Card,8.2
FD-01144,2025-01-30 07:26:00,Jeddah,Normal,Breakfast,Healthy,Urban Bites,5,71.47,7.81,83.15,55,E-Wallet,8.2
FD-01145,2025-04-07 12:01:00,Riyadh,Normal,Lunch,Asian,Wok Express,1,24.87,8.64,32.83,33,E-Wallet,8.7
FD-01146,2025-02-15 19:53:00,Dammam,Member,Dinner,Healthy,Daily Dish,1,31.58,4.7,30.16,30,Cash,9.0
FD-01147,2025-05-15 18:05:00,Jeddah,Member,Dinner,Italian,Rice & Spice,7,293.03,12.0,299.25,31,E-Wallet,9.3
FD-01148,2025-12-18 20:45:00,Dammam,Normal,Dinner,American,Burger Hub,3,57.28,6.46,61.71,24,Credit Card,9.7
FD-01149,2025-02-28 14:08:00,Makkah,Normal,Lunch,Saudi,Wok Express,3,128.98,7.35,136.65,27,Credit Card,9.7
FD-01150,2025-12-11 18:08:00,Dammam,Member,Snack,Saudi,Green Bowl,6,141.74,6.51,147.81,45,Cash,8.0
FD-01151,2025-11-03 16:30:00,Dammam,Member,Snack,American,Daily Dish,8,239.06,6.16,240.14,31,Credit Card,8.1
FD-01152,2025-04-16 08:10:00,Riyadh,Member,Breakfast,Healthy,Green Bowl,7,114.35,14.85,125.1,38,E-Wallet,7.9
FD-01153,2025-07-03 13:51:00,Riyadh,Member,Lunch,Healthy,Wok Express,2,29.59,6.11,35.78,23,E-Wallet,9.2
FD-01154,2025-12-16 08:11:00,Makkah,Normal,Breakfast,Italian,Daily Dish,8,169.77,14.3,180.73,31,E-Wallet,10.0
FD-01155,2025-03-24 08:18:00,Dammam,Member,Breakfast,Asian,Pasta House,6,110.15,11.51,119.62,28,E-Wallet,8.1
FD-01156,2025-02-18 20:52:00,Jeddah,Normal,Dinner,Healthy,Rice & Spice,6,243.47,12.07,254.27,36,Cash,9.5
FD-01157,2025-03-04 19:00:00,Khobar,Member,Dinner,Italian,Taste of Jeddah,8,417.76,9.29,425.86,40,Credit Card,7.2
FD-01158,2025-12-20 15:50:00,Riyadh,Normal,Lunch,Asian,Green Bowl,7,148.57,10.86,158.22,34,E-Wallet,8.6
FD-01159,2025-02-10 17:02:00,Dammam,Normal,Snack,Asian,Rice & Spice,4,114.41,7.21,124.37,31,Credit Card,8.6
FD-01160,2025-09-21 10:34:00,Riyadh,Member,Breakfast,Saudi,Taste of Jeddah,3,105.43,12.52,114.35,38,Credit Card,7.7
FD-01161,2025-01-28 22:55:00,Riyadh,Member,Dinner,American,Green Bowl,4,202.69,4.07,203.46,44,Cash,8.4
FD-01162,2025-11-02 19:57:00,Jeddah,Member,Dinner,Saudi,Wok Express,7,162.22,12.98,174.61,47,Cash,7.7
FD-01163,2025-07-05 18:58:00,Riyadh,Normal,Dinner,Saudi,Urban Bites,4,221.08,14.89,235.83,41,Cash,8.0
FD-01164,2025-11-24 18:35:00,Jeddah,Member,Snack,American,Family Grill,4,74.94,4.35,80.43,18,Cash,9.8
FD-01165,2025-08-09 13:58:00,Makkah,Member,Lunch,Saudi,Urban Bites,6,130.67,7.52,141.95,56,E-Wallet,7.2
FD-01166,2025-01-10 10:46:00,Dammam,Member,Breakfast,Saudi,Najd Kitchen,7,89.78,11.9,103.82,27,Cash,7.0
FD-01167,2025-08-17 17:29:00,Khobar,Normal,Snack,Saudi,Taste of Jeddah,2,55.01,4.04,55.27,26,E-Wallet,9.2
FD-01168,2025-07-28 07:29:00,Riyadh,Member,Breakfast,Saudi,Pasta House,4,103.57,9.98,118.98,33,Credit Card,8.7
FD-01169,2025-05-07 15:57:00,Riyadh,Member,Lunch,Asian,Green Bowl,3,93.0,12.87,102.0,40,E-Wallet,7.4
FD-01170,2025-08-24 18:28:00,Riyadh,Normal,Snack,American,Rice & Spice,1,33.44,5.9,37.42,36,E-Wallet,8.0
FD-01171,2025-11-07 07:05:00,Dammam,Normal,Breakfast,Saudi,Burger Hub,7,106.65,6.73,110.53,30,Cash,8.4
FD-01172,2025-01-17 10:04:00,Dammam,Member,Breakfast,Healthy,Green Bowl,1,32.94,4.16,35.99,36,Cash,8.9
FD-01173,2025-06-20 19:12:00,Dammam,Member,Dinner,Healthy,Family Grill,5,235.93,13.01,245.03,36,Credit Card,8.5
FD-01174,2025-08-13 08:39:00,Riyadh,Member,Breakfast,American,Daily Dish,6,267.44,9.6,278.92,33,E-Wallet,8.5
FD-01175,2025-06-01 09:17:00,Jeddah,Normal,Breakfast,Healthy,Urban Bites,3,87.5,12.43,89.45,19,Credit Card,9.6
FD-01176,2025-11-30 13:53:00,Jeddah,Normal,Lunch,Saudi,Wok Express,6,195.28,6.55,200.32,31,E-Wallet,9.3
FD-01177,2025-09-03 18:51:00,Makkah,Member,Snack,Asian,Taste of Jeddah,5,101.8,9.69,112.26,29,E-Wallet,9.0
FD-01178,2025-12-25 15:33:00,Makkah,Member,Lunch,Italian,Wok Express,8,128.54,12.49,143.51,22,E-Wallet,8.5
FD-01179,2025-08-02 13:37:00,Khobar,Member,Lunch,Healthy,Wok Express,7,131.38,6.79,139.74,36,E-Wallet,7.5
FD-01180,2025-06-24 09:30:00,Dammam,Member,Breakfast,Saudi,Daily Dish,7,178.91,7.37,187.75,44,Credit Card,8.5
FD-01181,2025-10-09 15:50:00,Dammam,Member,Lunch,Asian,Rice & Spice,6,287.0,7.46,289.99,48,Credit Card,8.3
FD-01182,2025-04-06 20:06:00,Jeddah,Member,Dinner,Asian,Urban Bites,5,168.18,12.96,180.17,47,E-Wallet,8.0
FD-01183,2025-03-14 09:18:00,Dammam,Member,Breakfast,Asian,Najd Kitchen,1,41.1,4.15,43.93,23,Cash,8.8
FD-01184,2025-07-22 18:46:00,Dammam,Member,Dinner,American,Daily Dish,4,101.9,12.74,116.93,41,Credit Card,8.2
